Headline,Source,Posted,Description,Link
India bars makers of military drones from using Chinese parts By Reuters,Investing.com,3 days ago,India in recent months has barred domestic manufacturers of military drones from using components...,https://uk.investing.com/news/world-news/exclusiveindia-bars-makers-of-military-drones-from-using-chinese-parts-3114534
India Adani Protest,Goshen News,1 day ago,"A group of women raise slogans opposing redevelopment of Dharavi, one of Asia's largest slums, through the Adani Group during a protest in Mumbai, India,...",https://www.goshennews.com/news/national_news/india-adani-protest/image_88b6d344-3a0e-514b-8fa3-0791b9ac382b.html
India bars makers of military drones from using Chinese parts,Reuters via Yahoo Finance,3 days ago,India in recent months has barred domestic manufacturers of military drones from using components...,https://finance.yahoo.com/news/india-bars-makers-military-drones-034604945.html?fr=sycsrp_catchall
India bars makers of military drones from using Chinese parts,Reuters via AOL,3 days ago,India in recent months has barred domestic manufacturers of military drones from using components...,https://www.aol.com/india-bars-makers-military-drones-034604766.html
India Central Bank Keeps Interest Rates Unchanged,RTT News,11 hours ago,"India's central bank left its benchmark interest rates unchanged, as widely expected, on Thursday. Reserve Bank of India Governor Shaktikanta Das said policymakers ...",https://www.rttnews.com/3383409/india-central-bank-keeps-interest-rates-unchanged.aspx
India v Pakistan among nine World Cup matches rescheduled,Reuters,1 day ago,The blockbuster India v Pakistan clash is one of nine matches to be rescheduled for the 50-over...,https://www.reuters.com/sports/cricket/india-v-pakistan-among-nine-world-cup-matches-rescheduled-2023-08-09/
India's opposition leader Rahul Gandhi calls for army deployment to end ethnic violence in Manipur,WJXT Jacksonville,1 day ago,India’s top opposition leader unleashed a strong condemnation Wednesday of Prime Minister Narendra...,https://www.news4jax.com/news/world/2023/08/09/indias-opposition-leader-rahul-gandhi-calls-for-army-deployment-to-end-ethnic-violence-in-manipur/
"India, Japan, US, Australia Hold First Malabar Naval Exercise off Australia",US News & World Report,9 hours ago,"India, Japan, the United States and Australia will hold the Malabar navy exercise off the coast of Sydney on Friday, the first time the war games previously held in the Indian ...",https://www.usnews.com/news/top-news/articles/2023-08-10/india-japan-us-australia-hold-first-malabar-naval-exercise-off-australia
India bars makers of military drones from using Chinese parts,Reuters via Yahoo Finance,3 days ago,India in recent months has barred domestic manufacturers of military drones from using components...,https://finance.yahoo.com/news/exclusive-india-bars-makers-military-034604933.html?fr=sycsrp_catchall
India shares higher at close of trade; Nifty 50 up 0.32%,Investing.com,1 day ago,India shares higher at close of trade; Nifty 50 up 0.32%,https://in.investing.com/news/india-shares-higher-at-close-of-trade-nifty-50-up-032-3763666
India’s Chandrayaan-3 enters lunar orbit in step closer to moon rover soft landing,CNN via AOL,3 days ago,India moved one step closer to executing a controlled landing on the moon after its Chandrayaan-3...,https://www.aol.com/india-chandrayaan-3-enters-lunar-053209903.html
India Adani Protest,Goshen News,1 day ago,"A group of women raise slogans opposing redevelopment of Dharavi, one of Asia's largest slums, through the Adani Group during a protest in Mumbai, India,...",https://www.goshennews.com/news/national_news/india-adani-protest/image_7b184a7c-7b3a-5e10-a8eb-b64046ba898a.html
India is removing all Chinese parts from its military drones,Quartz,2 days ago,India is barring domestic manufacturers of military drones from using Chinese-made parts over...,https://qz.com/india-is-removing-all-chinese-parts-from-its-military-d-1850716395
"India Is Now Home To 3,682 Tigers",The Citizens' Voice,8 hours ago,"India's tiger population has more than doubled, from 1411 in 2006 to 3,682 in 2022. Tiger populations increased in M.P., Uttarakhand, and Maharashtra; localised declines in the Western Ghats; disquieting",https://www.citizensvoice.com/news/nation-world/india-is-now-home-to-3-682-tigers/video_ce4fe5d0-a8b5-5ddc-9ad6-ec572d456b3d.html
India's Tata Capital plans to raise 280 billion rupees via debt in FY24 - official,Reuters via Yahoo Finance,1 day ago,India's Tata Capital plans to raise 280 billion rupees ($3.38 billion) mainly through debt instruments and bank lines in the current financial year to fund its double-digit ...,https://finance.yahoo.com/news/indias-tata-capital-plans-raise-111432146.html?fr=sycsrp_catchall
India Daily Life,Goshen News,1 day ago,"Women walk under rows of Tibetan Buddhist prayer flags in Dharamshala, India, Wednesday, Aug. 9, 2023. (AP Photo/Ashwini Bhatia)",https://www.goshennews.com/news/national_news/india-daily-life/image_6d8c4130-0374-57b6-84ce-4a3013ba8efc.html
India July inflation likely breached RBI's 6% upper tolerance level: Reuters poll By Reuters,Investing.com,2 days ago,India July inflation likely breached RBI's 6% upper tolerance level: Reuters poll,https://www.investing.com/news/economy/india-july-inflation-likely-breached-rbis-6-upper-tolerance-level-reuters-poll-3149034
India’s opposition leader Rahul Gandhi condemns the Modi government over violence in Manipur,Seattle Times,1 day ago,India’s top opposition leader unleashed a strong condemnation Wednesday of Prime Minister Narendra Modi’s government for its failure to control bloodshed in a remote northeastern ...,https://www.seattletimes.com/nation-world/indias-opposition-leader-rahul-gandhi-calls-for-army-deployment-to-end-ethnic-violence-in-manipur/
India bars makers of military drones from using Chinese parts By Reuters,Investing.com,3 days ago,India in recent months has barred domestic manufacturers of military drones from using components...,https://www.investing.com/news/world-news/exclusiveindia-bars-makers-of-military-drones-from-using-chinese-parts-3147510
India's opposition leader Rahul Gandhi condemns the Modi government over violence in Manipur,AOL,1 day ago,India’s top opposition leader unleashed a strong condemnation Wednesday of Prime Minister Narendra Modi’s government for its failure to control bloodshed in a remote northeastern ...,https://www.aol.com/news/indias-opposition-leader-rahul-gandhi-091744175.html
India's Tata Power's Q1 profit rises on strong transmission growth,Reuters,1 day ago,"India's Tata Power Company on Wednesday reported a more than 22% jump in first-quarter profit, led by robust growth in its transmission and distribution segment.",https://www.reuters.com/article/tata-power-results-idUSKBN2ZK0VS
Q2 2023 Infinera Corp Earnings Call,Thomson Reuters StreetEvents via Yahoo Finance,2 minutes ago,"Second, our investments in go-to-market and geographic expansion resulted in new deals in India, a market where we believe we have significant growth opportunity. These wins ...",https://finance.yahoo.com/news/q2-2023-infinera-corp-earnings-161557346.html?fr=sycsrp_catchall
India Asian Hockey,Anacortes American,24 hours ago,"India's captain Harmanpreet Singh reacts during the men's Asian Champions Trophy hockey match between India and Pakistan in Chennai, India, Wednesday,...",https://www.goskagit.com/sports/ap/india-asian-hockey/image_a7bbad8a-d9b8-558a-8a36-d6dc77fb0859.html
India Delays Import Law That Halted Computer Shipments,Tom's Hardware via Yahoo News,4 days ago,"Dell India has revised its unexpected decision to restrict PC and tablet imports without a license,...",https://www.yahoo.com/lifestyle/india-delays-import-law-halted-172532419.html?fr=sycsrp_catchall
India's opposition targets Modi in their no-confidence motion over ethnic violence in Manipur state,Associated Press via Yahoo News,2 days ago,India’s opposition accused Prime Minister Narendra Modi of choosing silence while a northeastern...,https://news.yahoo.com/indias-opposition-targets-modi-no-075724371.html?fr=sycsrp_catchall
India's opposition leader Rahul Gandhi condemns the Modi government over violence in Manipur,U-T San Diego,1 day ago,India’s top opposition leader unleashed a strong condemnation Wednesday of Prime Minister Narendra Modi’s government for its failure to control bloodshed in a remote northeastern ...,https://www.sandiegouniontribune.com/news/nation-world/story/2023-08-09/indias-opposition-leader-rahul-gandhi-calls-for-army-deployment-to-end-ethnic-violence-in-manipur
India Daily Life,Goshen News,1 day ago,"A man walks with dogs past a signage calling for proper waste disposal on a mountain path in Dharamshala, India, Wednesday, Aug. 9, 2023. (AP...",https://www.goshennews.com/news/national_news/india-daily-life/image_86063453-4301-5153-bd33-5da4f40c023b.html
India Daily Life,Goshen News,1 day ago,"An exile Tibetan Buddhist monk walks on a mountain path in Dharamshala, India, Wednesday, Aug. 9, 2023. (AP Photo/Ashwini Bhatia)",https://www.goshennews.com/news/national_news/india-daily-life/image_951c826d-1f91-584c-afba-7da781110d0a.html
"India Data Protection Bill Approved, Despite Privacy Concerns",Dark Reading,2 days ago,India's Digital Personal Data Protection (DPDP) bill is expected to be approved by the lower house...,https://www.darkreading.com/dr-global/india-data-protection-bill-passed-despite-privacy-concerns
India's Opposition Leader Rahul Gandhi Calls for Army Deployment to End Ethnic Violence in Manipur,US News & World Report,1 day ago,India’s top opposition leader unleashed a strong condemnation Wednesday of Prime Minister Narendra Modi’s government for its failure to control bloodshed in a remote northeastern ...,https://www.usnews.com/news/world/articles/2023-08-09/indias-opposition-leader-rahul-gandhi-calls-for-army-deployment-to-end-ethnic-violence-in-manipur
India's opposition targets Modi in their no-confidence motion over ethnic violence in Manipur state,Associated Press via AOL,2 days ago,India’s opposition accused Prime Minister Narendra Modi of choosing silence while a northeastern...,https://www.aol.com/indias-opposition-targets-modi-no-075724492.html
India July inflation likely breached RBI's 6% upper tolerance level - Reuters poll,Reuters,2 days ago,"India's retail inflation likely accelerated to 6.40% in July on surging food prices, breaching the...",https://www.reuters.com/world/india/india-july-inflation-likely-breached-rbis-6-upper-tolerance-level-2023-08-09/
India's Tata Capital plans to raise 280 bln rupees via debt in FY24 - official,Reuters,1 day ago,India's Tata Capital plans to raise 280 billion rupees ($3.38 billion) mainly through debt instruments and bank lines in the current financial year to fund its double-digit ...,https://www.reuters.com/business/finance/indias-tata-capital-plans-raise-280-bln-rupees-via-debt-fy24-official-2023-08-09/
India Asian Hockey,The Herald Journal,23 hours ago,"India's Sumit acknowledges the applause from the crowd after their win in the men's Asian Champions Trophy hockey match against Pakistan in Chennai, ...",https://www.hjnews.com/sports/nation/india-asian-hockey/image_2584d153-0dbd-5e54-a203-c842b95e2b45.html
India Looks to Ease Wheat Prices With Potential Tax Cut,ETF Trends,2 days ago,India is looking to get seemingly out-of-control wheat prices in order with a potential import tax...,https://www.etftrends.com/commodities-channel/india-looks-to-ease-wheat-prices-with-potential-tax-cut/
India shares lower at close of trade; Nifty 50 down 0.13% By Investing.com,Investing.com,2 days ago,India shares lower at close of trade; Nifty 50 down 0.13%,https://ca.investing.com/news/stock-market-news/india-shares-lower-at-close-of-trade-nifty-50-down-013-3072481
India Asian Hockey,Anacortes American,24 hours ago,"India's captain Harmanpreet Singh, center, celebrates with teammates after scoring his side's second goal during the men's Asian Champions Trophy hockey...",https://www.goskagit.com/sports/ap/india-asian-hockey/image_5a842388-a974-5442-ad4e-360013884262.html
India Asian Hockey,Anacortes American,24 hours ago,"India's Harmanpreet Singh, right, gestures during the men's Asian Champions Trophy hockey match between India and Pakistan in Chennai, India, Wednesday,...",https://www.goskagit.com/sports/ap/india-asian-hockey/image_67e9aa94-11fb-5538-ae38-c446d28b444b.html
